,Draft_Yr,Pk,Tm,Player,College,Yrs,G,MP,PTS,TRB,AST,FG_Perc,3P_Perc,FT_Perc,MP_per_G,PTS_per_G,TRB_per_G,AST_per_G,WS,WS_per_48,BPM,VORP
2396,1976,110.0,NYK,Boyd Batts,"University of Nevada, Las Vegas",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2397,1976,111.0,NOJ,Andy Walker,Niagara University,1,40,438,180,75,32,0.462,0.0,0.7659999999999999,11.0,4.5,1.9,0.8,0.7,0.081,-2.4,0.0
2398,1976,112.0,MIL,Ron Barrow,Southern University and A&M College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2399,1976,113.0,LAL,Tommie Lipsey,"University of California, Los Angeles",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2400,1976,114.0,HOU,Barry Davis,Texas A&M University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2401,1976,115.0,PHO,Brad Warble,Eastern Illinois University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2402,1976,116.0,SEA,Mark Klein,Malone College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2403,1976,117.0,PHI,Phil Walker,Millersville University of Pennsylvania,1,40,384,178,52,54,0.354,0.0,0.667,9.6,4.5,1.3,1.4,-0.4,-0.045,-6.0,-0.4
2404,1976,118.0,BUF,Frank Jones,Tennessee Technological University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2405,1976,119.0,WSB,Ralph Vallott,Loyola University of Chicago,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2406,1976,120.0,CLE,Johnny Britt,Western Kentucky University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2407,1976,121.0,BOS,Ralph Drollinger,"University of California, Los Angeles",1,6,67,15,19,14,0.5,0.0,0.25,11.2,2.5,3.2,2.3,-0.2,-0.11699999999999999,-6.4,-0.1
2408,1976,122.0,GSW,Jesse Campbell,Mercyhurst College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2411,1976,123.0,CLE,Dale Koehler,University of Wisconsin,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2412,1976,124.0,ATL,Doug Terry,University of Utah,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2413,1976,125.0,KCK,Mike Davis,Bradley University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2414,1976,126.0,DET,Randy Henry,Illinois State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2415,1976,127.0,POR,Brant Gibbler,University of Puget Sound,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2416,1976,128.0,NOJ,Richard Bryant,Texas State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2417,1976,129.0,MIL,Bob Warner,University of Maine,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2418,1976,130.0,NYK,Rick McCutcheon,Arizona State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2419,1976,131.0,LAL,Ed Gregg,Utah State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2420,1976,132.0,HOU,Dan Kruger,University of Texas at Austin,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2421,1976,133.0,PHO,Tom DeBerry,Northern Arizona University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2422,1976,134.0,SEA,Norton Barnhill,Washington State University,1,4,10,4,3,1,0.33299999999999996,0.0,0.0,2.5,1.0,0.8,0.3,0.0,-0.198,-7.2,0.0
2423,1976,135.0,PHI,Lee Dixon,Hardin-Simmons University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2424,1976,136.0,BUF,Mark McAndrew,Providence College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2425,1976,137.0,WSB,Merlin Wilson,Georgetown University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2426,1976,138.0,CLE,Tim Sisneros,Middle Tennessee State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2427,1976,139.0,BOS,John Clark,Northeastern University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2428,1976,140.0,GSW,Stan Boskovich,West Virginia University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2431,1976,141.0,CHI,John Thomas,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2432,1976,142.0,ATL,Bob Kovach,San Diego State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2433,1976,143.0,KCK,Dave Logan,University of Colorado,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2434,1976,144.0,DET,Bill Martin,Hartwick College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2435,1976,145.0,POR,Rob Torresdal,Linfield College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2436,1976,146.0,MIL,Benny Shaw,University of Central Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2437,1976,147.0,NYK,Archie Talley,Salem International University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2438,1976,148.0,NOJ,Calvin Robinson,Mississippi Valley State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2439,1976,149.0,LAL,David Pickett,University of Louisiana at Monroe,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2440,1976,150.0,PHO,John Irving,Hofstra University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2441,1976,151.0,SEA,Ron Johnson,North Carolina Agricultural and Technical State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2442,1976,152.0,PHI,Fly Williams,Austin Peay State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2443,1976,153.0,BUF,Bob Rozyczko,St. Bonaventure University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2444,1976,154.0,WSB,Clyde Agnew,Newberry College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2445,1976,155.0,CLE,Bruce Parkinson,Purdue University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2446,1976,156.0,BOS,Bill Collins,Boston College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2447,1976,157.0,GSW,Howard Smith,University of San Francisco,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2450,1976,158.0,CHI,John Hudson,Concord University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2451,1976,159.0,ATL,Mike Dickerson,University of South Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2452,1976,160.0,KCK,Harry Bailey,University of North Texas,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2453,1976,161.0,DET,Bob Johnson,University of Wisconsin,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2454,1976,162.0,POR,Marcus Leite,Pepperdine University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2455,1976,163.0,NYK,Eugene Shy,University of Florida,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2456,1976,164.0,NOJ,Art Johnson,Iowa State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2457,1976,165.0,MIL,Hugo Cabrera,East Texas State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2458,1976,166.0,PHO,Gary Jackson,Arizona State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2459,1976,167.0,SEA,Ricky Lewis,Alcorn State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2460,1976,168.0,PHI,Ed Stefanski,University of Pennsylvania,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2461,1976,169.0,BUF,Tim Stokes,Canisius College,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2462,1976,170.0,WSB,Mike Beuscher,Seton Hall University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2463,1976,171.0,CLE,Elisha McSweeney,"Minnesota State University, Mankato",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2464,1976,172.0,BOS,Otho Tucker,University of Illinois at Urbana-Champaign,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2465,1976,173.0,GSW,Ken Smith,San Diego State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2466,1977,1.0,MIL,Kent Benson,Indiana University,11,680,15719,6168,3881,1203,0.493,0.20600000000000002,0.757,23.1,9.1,5.7,1.8,33.6,0.10300000000000001,0.9,11.3
2467,1977,2.0,KCK,Otis Birdsong,University of Houston,12,696,21627,12544,2072,2260,0.506,0.27399999999999997,0.655,31.1,18.0,3.0,3.2,48.2,0.107,0.3,12.4
2468,1977,3.0,MIL,Marques Johnson,"University of California, Los Angeles",11,691,23694,13892,4817,2502,0.518,0.152,0.7390000000000001,34.3,20.1,7.0,3.6,79.8,0.162,3.6,33.6
2469,1977,4.0,WSB,Greg Ballard,University of Oregon,11,802,22073,9953,4858,1733,0.47200000000000003,0.33799999999999997,0.787,27.5,12.4,6.1,2.2,54.0,0.11699999999999999,1.5,19.3
2470,1977,5.0,PHO,Walter Davis,University of North Carolina,15,1033,28859,19521,3053,3878,0.511,0.272,0.851,27.9,18.9,3.0,3.8,76.9,0.128,0.6,19.0
2471,1977,6.0,LAL,Kenny Carr,North Carolina State University,10,674,17167,7813,4999,923,0.51,0.079,0.684,25.5,11.6,7.4,1.4,33.6,0.094,-1.1,4.0
2472,1977,7.0,NJN,Bernard King,University of Tennessee,14,874,29417,19655,5060,2863,0.518,0.172,0.73,33.7,22.5,5.8,3.3,75.4,0.12300000000000001,1.7,27.5
2473,1977,8.0,SEA,Jack Sikma,Illinois Wesleyan University,14,1107,36943,17287,10816,3488,0.46399999999999997,0.32799999999999996,0.8490000000000001,33.4,15.6,9.8,3.2,112.5,0.146,2.5,42.0
2474,1977,9.0,DEN,Tom LaGarde,University of North Carolina,6,312,6194,2376,1593,456,0.462,0.0,0.64,19.9,7.6,5.1,1.5,6.5,0.05,-2.4,-0.6
2475,1977,10.0,NYK,Ray Williams,University of Minnesota,10,655,18462,10158,2370,3779,0.451,0.237,0.802,28.2,15.5,3.6,5.8,37.1,0.096,1.7,17.4
2476,1977,11.0,MIL,Ernie Grunfeld,University of Tennessee,9,693,12916,5124,1815,1419,0.47700000000000004,0.337,0.77,18.6,7.4,2.6,2.0,25.0,0.09300000000000001,-0.8,3.9
2477,1977,12.0,BOS,Cedric Maxwell,University of North Carolina at Charlotte,11,835,23769,10465,5261,1862,0.546,0.053,0.784,28.5,12.5,6.3,2.2,78.5,0.159,2.8,28.8
2478,1977,13.0,CHI,Tate Armstrong,Duke University,2,92,975,350,88,105,0.45399999999999996,0.0,0.8,10.6,3.8,1.0,1.1,0.3,0.017,-5.3,-0.8
2479,1977,14.0,ATL,Tree Rollins,Clemson University,18,1156,24028,6249,6750,660,0.522,0.0,0.7,20.8,5.4,5.8,0.6,63.9,0.128,2.0,24.3
2480,1977,15.0,LAL,Brad Davis,University of Maryland,15,961,22302,7866,1738,4709,0.51,0.321,0.828,23.2,8.2,1.8,4.9,53.6,0.115,-1.1,5.1
2481,1977,16.0,GSW,Rickey Green,University of Michigan,14,946,23271,8870,1819,5221,0.469,0.207,0.807,24.6,9.4,1.9,5.5,47.2,0.09699999999999999,-1.0,5.8
2482,1977,17.0,WSB,Bo Ellis,Marquette University,3,168,1984,613,482,113,0.431,0.0,0.731,11.8,3.6,2.9,0.7,2.5,0.06,-2.4,-0.2
2483,1977,18.0,GSW,Wesley Cox,University of Louisville,2,74,813,342,206,23,0.41200000000000003,0.0,0.51,11.0,4.6,2.8,0.3,0.1,0.006999999999999999,-6.9,-1.0
2484,1977,19.0,POR,Rich Laurel,Hofstra University,1,10,57,24,10,3,0.32299999999999995,0.0,1.0,5.7,2.4,1.0,0.3,0.0,-0.034,-7.2,-0.1
2485,1977,20.0,PHI,Glenn Mosley,Seton Hall University,2,32,242,98,69,21,0.409,0.0,0.578,7.6,3.1,2.2,0.7,0.2,0.042,-3.0,-0.1
2486,1977,21.0,DEN,Anthony Roberts,Oral Roberts University,5,213,3867,1658,837,265,0.41200000000000003,0.0,0.6990000000000001,18.2,7.8,3.9,1.2,3.3,0.040999999999999995,-4.3,-2.2
2487,1977,22.0,LAL,Norm Nixon,Duquesne University,10,768,27250,12065,1991,6386,0.483,0.294,0.772,35.5,15.7,2.6,8.3,47.6,0.084,-1.3,5.1
2490,1977,23.0,CHI,Mike Glenn,Southern Illinois University,10,593,9617,4496,710,952,0.542,0.28600000000000003,0.855,16.2,7.6,1.2,1.6,25.3,0.126,-1.5,1.2
2491,1977,24.0,BUF,Larry Johnson,University of Kentucky,1,4,38,6,5,7,0.231,0.0,0.0,9.5,1.5,1.3,1.8,-0.1,-0.099,-2.9,0.0
2492,1977,25.0,PHI,Wilson Washington,Old Dominion University,2,100,1700,731,450,57,0.49700000000000005,0.0,0.605,17.0,7.3,4.5,0.6,2.1,0.06,-3.1,-0.5
2493,1977,26.0,NYK,Glen Gondrezick,"University of Nevada, Las Vegas",6,435,7545,2544,1964,605,0.473,0.14300000000000002,0.7240000000000001,17.3,5.8,4.5,1.4,15.9,0.10099999999999999,1.1,5.9
2494,1977,27.0,MIL,Glenn Williams,St. John's University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2495,1977,28.0,POR,Kim Anderson,University of Missouri,1,21,224,63,45,15,0.312,0.0,0.536,10.7,3.0,2.1,0.7,-0.4,-0.078,-8.3,-0.4
2496,1977,29.0,IND,Alonzo Bradley,Texas Southern University,3,99,1139,440,151,74,0.418,1.0,0.703,11.5,4.4,1.5,0.7,-0.2,-0.006999999999999999,-5.6,-1.0
2497,1977,30.0,CHI,Steve Sheppard,University of Maryland,2,106,977,367,178,62,0.45899999999999996,0.0,0.633,9.2,3.5,1.7,0.6,0.9,0.045,-3.9,-0.5
2498,1977,31.0,KCK,Eddie Owens,"University of Nevada, Las Vegas",1,8,63,21,10,5,0.429,0.0,0.5,7.9,2.6,1.3,0.6,0.0,0.027000000000000003,-4.9,0.0
2499,1977,32.0,NYK,Toby Knight,University of Notre Dame,4,283,7331,3640,1444,335,0.519,0.0,0.74,25.9,12.9,5.1,1.2,15.7,0.10300000000000001,-0.5,2.8
2500,1977,33.0,CLE,Eddie Jordan,Rutgers University,7,420,8507,3414,788,1595,0.414,0.22399999999999998,0.763,20.3,8.1,1.9,3.8,8.8,0.05,-1.1,1.9
2501,1977,34.0,HOU,Larry Moffett,"University of Nevada, Las Vegas",1,20,110,16,21,7,0.294,0.0,0.6,5.5,0.8,1.1,0.4,-0.1,-0.042,-4.7,-0.1
2502,1977,35.0,CHI,Mark Landsberger,Arizona State University,7,437,7306,2468,2681,236,0.48100000000000004,0.0,0.522,16.7,5.6,6.1,0.5,12.2,0.08,-3.7,-3.1
2503,1977,36.0,DET,Ben Poquette,Central Michigan University,10,718,15763,4899,3731,872,0.483,0.22,0.779,22.0,6.8,5.2,1.2,30.4,0.09300000000000001,-0.2,7.1
2504,1977,37.0,SAS,Jeff Wilkins,Illinois State University,6,454,10004,3575,2574,462,0.45899999999999996,0.0,0.743,22.0,7.9,5.7,1.0,8.8,0.042,-3.9,-4.8
2505,1977,38.0,GSW,Ricky Love,University of Alabama at Huntsville,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2506,1977,39.0,WSB,Phil Walker,Millersville University of Pennsylvania,1,40,384,178,52,54,0.354,0.0,0.667,9.6,4.5,1.3,1.4,-0.4,-0.045,-6.0,-0.4
2507,1977,40.0,HOU,Robert Reid,St. Mary's University,13,919,25109,10448,4168,2500,0.45799999999999996,0.29100000000000004,0.732,27.3,11.4,4.5,2.7,40.3,0.077,0.1,13.0
2508,1977,41.0,POR,T.R. Dunn,University of Alabama,14,993,23080,5033,4371,1631,0.457,0.05,0.725,23.2,5.1,4.4,1.6,39.8,0.083,1.2,18.5
2509,1977,42.0,PHI,Bob Elliott,University of Arizona,3,141,2324,980,502,204,0.494,0.33299999999999996,0.649,16.5,7.0,3.6,1.4,3.0,0.063,-2.1,-0.1
2510,1977,43.0,PHI,Herm Harris,University of Arizona,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2511,1977,44.0,NOJ,Essie Hollis,St. Bonaventure University,1,25,154,69,45,6,0.4,0.0,0.75,6.2,2.8,1.8,0.2,0.1,0.022000000000000002,-4.6,-0.1
2514,1977,45.0,KCK,Bill Paterno,University of Notre Dame,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2515,1977,46.0,LAL,James Edwards,University of Washington,19,1168,28356,14862,6004,1499,0.495,0.048,0.698,24.3,12.7,5.1,1.3,59.7,0.10099999999999999,-2.0,0.3
2516,1977,47.0,MIL,Gary Yoder,University of Cincinnati,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2517,1977,48.0,ATL,Sam Smith,"University of Nevada, Las Vegas",2,46,621,315,63,58,0.419,0.22899999999999998,0.862,13.5,6.8,1.4,1.3,1.1,0.08199999999999999,-2.3,-0.1
2518,1977,49.0,ATL,Eddie Johnson,Auburn University,10,675,19975,10163,1522,3436,0.47600000000000003,0.326,0.7909999999999999,29.6,15.1,2.3,5.1,41.0,0.098,-0.2,8.9
2519,1977,50.0,NOJ,Tony Hanson,University of Connecticut,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2520,1977,51.0,IND,Stan Mayhew,Weber State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2521,1977,52.0,SEA,Joe Hassett,Providence College,6,292,3642,1723,307,386,0.42100000000000004,0.336,0.861,12.5,5.9,1.1,1.3,6.4,0.084,-2.5,-0.4
2522,1977,53.0,KCK,John Kuester,University of North Carolina,3,135,1527,451,141,305,0.42700000000000005,0.0,0.833,11.3,3.3,1.0,2.3,2.0,0.064,-3.5,-0.6
2523,1977,54.0,NYK,Lloyd McMillian,"California State University, Long Beach",0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2524,1977,55.0,CLE,Steve Grote,University of Michigan,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2525,1977,56.0,BOS,Skip Brown,Wake Forest University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2526,1977,57.0,WSB,Steve Puidokas,Washington State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2527,1977,58.0,DET,John Irving,Hofstra University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2528,1977,59.0,SAS,Dan Henderson,Arkansas State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2529,1977,60.0,GSW,Marlon Redmond,University of San Francisco,2,77,1057,499,161,77,0.423,0.0,0.655,13.7,6.5,2.1,1.0,0.6,0.026000000000000002,-3.8,-0.5
2530,1977,61.0,WSB,Jerry Schellenberg,Wake Forest University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2531,1977,62.0,HOU,Phil Bond,University of Louisville,1,7,21,4,4,2,0.33299999999999996,0.0,0.0,3.0,0.6,0.6,0.3,0.0,-0.092,-6.4,0.0
2532,1977,63.0,POR,Ricky Brown,University of Alabama,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2533,1977,64.0,PHI,Arnold Dugger,Oral Roberts University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2534,1977,65.0,DEN,Robert Smith,"University of Nevada, Las Vegas",7,229,3118,1135,288,401,0.435,0.23800000000000002,0.877,13.6,5.0,1.3,1.8,5.6,0.086,-3.2,-1.0
2535,1977,66.0,PHO,Mike Bratz,Stanford University,9,586,10613,4081,1030,1851,0.40700000000000003,0.305,0.83,18.1,7.0,1.8,3.2,11.1,0.05,-2.4,-1.1
2538,1977,67.0,NJN,Bob Elmore,Wichita State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2539,1977,68.0,BUF,Melvin Watkins,University of North Carolina at Charlotte,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2540,1977,69.0,MIL,Lewis Brown,"University of Nevada, Las Vegas",1,2,5,2,2,0,0.0,0.0,0.4,2.5,1.0,1.0,0.0,-0.1,-0.667,-38.4,0.0
2541,1977,70.0,ATL,Dave Bormann,Gardner-Webb University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2542,1977,71.0,PHO,Greg Griffin,Idaho State University,1,36,422,145,103,24,0.361,0.0,0.639,11.7,4.0,2.9,0.7,-0.1,-0.011000000000000001,-5.9,-0.4
2543,1977,72.0,NOJ,Dennis Boyd,University of Detroit Mercy,1,5,40,6,2,7,0.25,0.0,0.0,8.0,1.2,0.4,1.4,-0.2,-0.23,-15.7,-0.1
2544,1977,73.0,IND,George Pendleton,Georgia State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2545,1977,74.0,SEA,Jim Cooper,Alabama State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2546,1977,75.0,KCK,Larry Williams,Texas Southern University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2547,1977,76.0,NYK,Steve Hayes,Idaho State University,5,212,2296,545,526,85,0.48200000000000004,0.0,0.5,10.8,2.6,2.5,0.4,2.9,0.061,-2.6,-0.4
2548,1977,77.0,CLE,Melvin Jones,West Texas A&M University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2549,1977,78.0,BOS,Jeff Cummings,Tulane University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2550,1977,79.0,CHI,Mike McConalthy,Louisiana Tech University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2551,1977,80.0,DET,Bruce King,University of Iowa,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2552,1977,81.0,SAS,Matt Hicks,Northern Illinois University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2553,1977,82.0,GSW,Roy Smith,Kentucky State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554,1977,83.0,WSB,David Reavis,University of Georgia,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2555,1977,84.0,HOU,Rocky Smith,Oregon State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2556,1977,85.0,POR,Greg White,University of Southern California,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2557,1977,86.0,PHI,Jack Jones,University of Utah,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2558,1977,87.0,GSW,Leartha Scott,University of Wisconsin-Parkside,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2559,1977,88.0,LAL,Tony Robertson,West Virginia University,2,75,1003,409,80,107,0.435,0.0,0.6940000000000001,13.4,5.5,1.1,1.4,0.4,0.02,-3.2,-0.3
2562,1977,89.0,NJN,Gerald Cunningham,Kentucky State University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2563,1977,90.0,BUF,Mike Hanley,Niagara University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2564,1977,91.0,MIL,Ron Norwood,DePaul University,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
